,Score Compound,Score Negative,Score Neutral,Score Positive,Sentence
17557,0.0,0.0,1.0,0.0,aghasi a famous lawyer in iran
17558,0.1406,0.0,0.921,0.079,he agreed to take our case but as before he had to get our written permission to represent us
17559,-0.7506,0.33,0.67,0.0,with all the interference from the prison and the court it had taken poor mr
17560,0.0,0.0,1.0,0.0,soltani months of fruitless trips calls and cajoling to try to complete even that simple step
17561,0.0,0.0,1.0,0.0,marziyeh asked the social worker at evin exactly what the procedure was and who should be involved
17562,0.0,0.0,1.0,0.0,a social worker would pass it to mr
17563,0.0,0.0,1.0,0.0,aghasi in the prisoners visiting hall
17564,0.0,0.0,1.0,0.0,this we later learned is what americans call a catch22
17565,0.3818,0.0,0.833,0.167, it wasnt even clear if the court would let us have a lawyer
17566,0.4767,0.0,0.871,0.129,the investigations were still going on and the intelligence ministry had still not given permission for us to be represented in court
17567,-0.34,0.138,0.862,0.0,also about this time we had our first contact visit with our sisters since our arrest
17568,-0.743,0.174,0.826,0.0,usually only prisoners who had close ties with the authorities or spent time in the cultural center were allowed these visits and we had been banned from the center by the director
17569,-0.5106,0.105,0.895,0.0,the few prisoners who were allowed contact visits met their guests in a different place than where normal visits occurred a big room downstairs furnished with tables and chairs
17570,0.0,0.0,1.0,0.0,we had just sat down together the four of us when another selfimportant guard came over and told us we could only sit in pairs
17571,0.0,0.0,1.0,0.0,a guard walked up and stood beside my sister and me
17572,0.3724,0.0,0.9,0.1,after listening for a moment he looked at shirin and said if your sister did no wrong she would not be in jail now
17573,0.128,0.085,0.807,0.108, shirin stopped talking long enough to look him in the eye and say i take pride in my sister
17574,0.4047,0.067,0.812,0.121, this guard had been extremely rude to us in the beginning but he had softened his attitude over time to the point where he was almost friendly
17575,-0.2732,0.084,0.916,0.0,a few nights ago i saw you on the voice of america and that was the first time i knew what your charges were
17576,0.0,0.0,1.0,0.0, he leaned in a little
17577,0.7964,0.0,0.413,0.587,i hope you will get your freedom
17578,-0.1531,0.143,0.739,0.117,chapter 19 beyond comprehension marziyeh there was one other kind of visit available by special request from prison authorities
17579,-0.5423,0.226,0.774,0.0,a sharia visit was a private meeting between a prisoner and her husband
17580,0.0,0.0,1.0,0.0,if they could show a marriage certificate or had a sigheh temporary marriage they were allowed to spend the day together in a large suite in a separate building near the main visiting area
17581,-0.836,0.331,0.669,0.0,little zari the towering exbasketball player missed her husband terribly and was very afraid he would divorce her for being arrested
17582,-0.5647,0.237,0.763,0.0,we knew she had been imprisoned for murdering her motherinlaw but we hadnt heard the whole story
17583,-0.2411,0.219,0.781,0.0,how could the police not know the truth
17584,-0.3612,0.2,0.8,0.0, one day he got into an argument with his mother
17585,-0.7845,0.365,0.635,0.0,the police investigated us both and forced a confession out of us by torture
17586,-0.875,0.27,0.73,0.0,recently the police decided to reopen the investigation because by the way i described the crime scene they suspected i wasnt really there and that my husband was the murderer
17587,-0.6124,0.143,0.857,0.0,now that the police suspect him he visits me every week and we have a private visit as often as possible so that i wont tell them hes actually the guilty one
17588,-0.6249,0.212,0.788,0.0, maryam and i prayed for her and from then on tried to be close when she was lonely and upset
17589,-0.5574,0.274,0.625,0.101,she couldnt bring herself to accuse her husband believing it would mean certain death for him
17590,-0.4588,0.25,0.75,0.0,so many of the women of evin were imprisoned unfairly
17591,0.802,0.071,0.751,0.179,there were countless stories of women who were only trying to protect themselves who had been pushed to the breaking point by the ruthless laws that gave men unlimited control over women or who like naseem were locked up because of a convoluted family situation that pressured them into sacrificing their freedom to protect the guilty
17592,-0.7151,0.194,0.806,0.0,in any civilized country these women would be recognized for what they were mentally ill people who had no idea what they were doing and could not be responsible for their crimes
17593,0.7879,0.0,0.766,0.234,they should have been somewhere where they could do no harm and where they could get help for their sickness not condemned for behavior they couldnt understand or control
17594,0.0516,0.23,0.532,0.238,of all the murderers we met at evin one is burned into my mind and heart like no other
17595,0.0,0.0,1.0,0.0,maryam and i heard one night that soheila ghadiri had been taken to a solitary cell
17596,0.0,0.0,1.0,0.0,this was standard procedure on the night before an execution
17597,0.0,0.0,1.0,0.0,it wasnt the only reason for going to a solitary cell but when anyone went to solitary we all held our breath
17598,-0.2263,0.239,0.61,0.15,sometimes one friend from the cell block was allowed to accompany the accused and sometimes not
17599,-0.5994,0.302,0.698,0.0,or would we hear of her death the next morning
17600,-0.4019,0.403,0.597,0.0,everyone assumed she was insane
17601,0.0258,0.139,0.717,0.143,the police arrested her for vagrancy and took her to a health care center because she was pregnant
17602,-0.3145,0.209,0.693,0.099,when the baby was born soheila felt she could not allow him to live a life of miserable deprivation as she had but she saw no way of offering him anything better
17603,-0.4767,0.201,0.723,0.076,because the boys father was not available to give his consent that soheila should live the court sentenced her to death
17604,-0.0258,0.097,0.766,0.137,in some cases the court assigns a public defender to help indigent prisoners but this was not done for soheila
17605,0.0,0.0,1.0,0.0,finally the organization one million signatures provided her with a lawyer
17606,0.0,0.0,1.0,0.0,however soheila had been with so many men that the court ruled it wasnt possible to know whether the young man was actually the father
17607,-0.4019,0.252,0.748,0.0,her lawyer advised her to claim she was insane
17608,-0.565,0.18,0.722,0.098,instead she told the court about living on the streets since she was fourteen the many men who had abused her the health care workers who had ignored her warning not to leave the baby with her
17609,0.0,0.0,1.0,0.0,im not insane she declared
17610,0.0,0.0,1.0,0.0,i have nothing to live for
17611,0.0,0.0,1.0,0.0, the morning after soheila was taken away we learned that she had been hanged before dawn
17612,-0.2732,0.16,0.722,0.118,she put up with his abuse until he made plans to sell her to one of his friends as a prostitute
17613,-0.5719,0.343,0.657,0.0,all married couples have disagreements but thats no justification for divorce
17614,0.4019,0.0,0.856,0.144, she then went to her motherinlaw who was also her aunt to beg her for help
17615,-0.8689,0.471,0.529,0.0,the next time he attacked her she stabbed him to death with a knife
17616,-0.5574,0.258,0.566,0.176,why should a sweetspirited innocent fifteenyearold girl have to suffer so much and be driven to murder to save her own life
17617,-0.765,0.337,0.663,0.0,maryam a steady stream of prisoners came and went through ward 2 at evin prison
17618,-0.128,0.146,0.732,0.122,the courts had  resumed their workeven seemingly hopeless cases like tahmasebis were resolvedyet our case went nowhere
17619,-0.1536,0.126,0.743,0.131,we knew that there was an international outcry against our arrest and demands from amnesty international the united nations and other groups that all charges be dropped that the government of iran would not risk losing face by acquitting us that unlike most other defendants we refused to change our story or retell it in a way that would give the government an excuse to let us go
17620,0.5478,0.0,0.841,0.159,one night with no warning our names were called on the loudspeaker and we were told to be ready to go to court the next day
17621,0.2263,0.108,0.739,0.153,shirin and our other friends worried that we would be convicted or sent back to ward 209
17622,0.169,0.082,0.809,0.109,we still had no assurance that a lawyer had been secured for us so we assumed we would have to defend ourselves
17623,0.0,0.0,1.0,0.0,the next morning we reported to the office at 600 a
17624,0.0,0.0,1.0,0.0,m
17625,-0.4939,0.19,0.747,0.063, wearing our long chadors and the silly slippers prisoners had to wear to court
17626,-0.7717,0.26,0.665,0.075,we waited in a small filthy building with other prisoners on their way to court that day including one who clearly had a bad case of swine flu
17627,-0.7506,0.186,0.814,0.0,the stale air was made even worse by the stench of dried vomit from where drug addicts had thrown up on the walls and by the smell of cigarette smoke
17628,-0.5106,0.292,0.708,0.0,prisoners didnt all go to court in a group
17629,0.0,0.0,1.0,0.0,instead we were handcuffed to guards one at a time and driven across town to the courthouse
17630,-0.5106,0.099,0.901,0.0,we had called our sisters to tell them about our court appearance and as we pulled out from the prison gate we saw them waiting in the street to follow us
17631,0.34,0.0,0.87,0.13,we went to the same place as before revolutionary court bureau 2 which heard national security cases
17632,-0.296,0.39,0.61,0.0,are you miss rostampour and miss amirizadeh
17633,0.0,0.0,1.0,0.0, yes we are
17634,0.0,0.0,1.0,0.0, i am mr
17635,0.0,0.0,1.0,0.0,aghasi your new lawyer
17636,-0.2732,0.189,0.811,0.0,today you will probably only hear the charges against you
17637,0.0,0.0,1.0,0.0,the actual court hearing will be another day
17638,0.0,0.0,1.0,0.0,you dont have a court hearing after all he explained
17639,0.3818,0.0,0.854,0.146,when you go in be sure to insist that you want a lawyer and that you have given me permission to represent you
17640,0.0,0.0,1.0,0.0, mr
17641,0.2732,0.0,0.826,0.174,aghasi then wished us well said goodbye and left the building
17642,-0.4588,0.204,0.704,0.093,like other rooms wed been to in the courthouse it was lined with photos of bloody soldiers in battle martyrs for islam
17643,0.0,0.0,1.0,0.0,an old man seated behind a desk on a raised platformthe place of powertold us to sit down
17644,0.3612,0.0,0.848,0.152,beside him on the desk were what looked like hundreds of files marked postdisturbance cases
17645,-0.4767,0.162,0.838,0.0, evidently every person in the country had been arrested during the demonstrations following the sham elections
17646,0.0516,0.0,0.934,0.066,two prosecutors have issued indictments for your execution and they are insisting that these sentences be carried out
17647,-0.4019,0.148,0.788,0.064,they have forced me to confirm the sentence and send it to the court for a final order
17648,0.0,0.0,1.0,0.0,you can simply write down that you renounce your belief in christ and i will be able to sort the situation out for you
17649,0.0,0.0,1.0,0.0,otherwise i will send the case to mr
17650,0.4019,0.0,0.838,0.162,salavati in bureau 15 and then i wont be able to help you at all
17651,-0.1326,0.165,0.707,0.128, without hesitation we both answered we will never renounce our faith
17652,0.4572,0.0,0.751,0.249, but how can you be so sure youre right
17653,0.0,0.0,1.0,0.0, mr
17654,0.0,0.0,1.0,0.0,haddad asked
17655,0.2732,0.0,0.792,0.208,do you believe that god is the ultimate power
17656,0.0,0.0,1.0,0.0, yes of course
17657,0.0,0.0,1.0,0.0, then he can speak to anyone he chooses
17658,0.1879,0.208,0.535,0.257, yes but you are not worthy of this gift
17659,-0.3612,0.24,0.601,0.158,you christians do not have a religious law to separate good from evil
17660,-0.2263,0.35,0.388,0.262,you can sin anytime you wish
17661,-0.0772,0.185,0.604,0.211, yes jesus has done away with sharia laws but he doesnt allow us to sin whenever we like
17662,0.34,0.081,0.735,0.184,you have been found as apostates and sentenced accordingly for promoting christianity
17663,0.0,0.0,1.0,0.0,i cant deal with it now
17664,-0.0516,0.091,0.909,0.0, as we stood to leave we told him that we wanted mr
17665,0.0,0.0,1.0,0.0,aghasi to be our lawyer and would sign whatever papers were necessary for him to represent us
17666,0.0,0.0,1.0,0.0,our guard was waiting to escort us back to our bus
17667,-0.3612,0.161,0.839,0.0,we returned exhausted to our cell where everyone wanted to know what had happened
17668,0.0,0.0,1.0,0.0,our lawyer mr
17669,0.25,0.0,0.778,0.222,aghasi had been granted permission to see us
17670,-0.5994,0.181,0.769,0.05,after about six months in prison this would be our first meeting with any legal counseland we still had not seen the formal charges against us
17671,-0.5106,0.142,0.858,0.0,a guard walked us about two hundred yards across the courtyard to a separate building where prisoners and their attorneys met
17672,0.0,0.0,1.0,0.0,the building was a small crowded place where guards and soldiers milled around and lawyers waited for their clients to arrive
17673,0.0,0.0,1.0,0.0,there was a row of glass cubicles with a table and four chairs in each and a window between the lawyers and the inmates
17674,0.0,0.0,1.0,0.0,when our names were called we stepped into one of the cubicles where mr
17675,0.0,0.0,1.0,0.0,aghasi was waiting
17676,-0.5574,0.187,0.813,0.0,therefore i have no idea about your background the circumstances of your arrest previous interrogations or what stage your case is in
17677,0.128,0.0,0.923,0.077,im told i will have them a couple of days before your trial so i can prepare my defense
17678,0.0,0.0,1.0,0.0,and what exactly are your religious beliefs
17679,0.0,0.0,1.0,0.0, knowing our time with mr
17680,-0.5106,0.163,0.837,0.0,aghasi was limited we briefly recounted the story of our arrest the search of our apartment and the various places we had been held
17681,-0.4404,0.149,0.791,0.06,he told me that if you continue to repeat your position in the courtroom a heavy punishment awaits you
17682,-0.6808,0.362,0.51,0.128,the punishment for apostates and for promoting christianity in this country is death
17683,-0.743,0.397,0.524,0.079,the only way to avoid this is to deny the charges and admit you made a mistake
17684,-0.7845,0.697,0.303,0.0,weve been threatened with death
17685,0.4847,0.0,0.56,0.44,were not afraid of death
17686,-0.3252,0.152,0.848,0.0,what were afraid of is life without faith life without our savior jesus christ
17687,-0.5719,0.171,0.829,0.0, i could feel my anger rising at the very thought that our lawyer would be suggesting this now
17688,-0.34,0.173,0.733,0.093,if you are cornered in a dangerous situation you can get out of it by telling a lie and still keep your own true belief
17689,0.0,0.0,1.0,0.0,we will never renounce our belief even for the sake of momentary convenience
17690,0.7096,0.0,0.699,0.301, well in this case women stand a better chance of being acquitted than men he told us philosophically
17691,0.0772,0.075,0.843,0.082,in islam women are given more leniency and more time to repent because according to islamic law a womans wisdom is half that of a man and theres always the likelihood they will choose the wrong path
17692,0.2263,0.0,0.917,0.083,since according to islam men have a fullsize brain they are not given a second opportunity but must be executed right away
17693,0.1027,0.155,0.71,0.135,however according to our countrys laws you are guilty of an offense so we must do our best to get you out of this situation
17694,0.0,0.0,1.0,0.0, the armed guard outside our cubicle said we had five more minutes
17695,0.0,0.0,1.0,0.0,in that brief time mr
17696,-0.765,0.355,0.645,0.0,aghasi asked us about our prison conditions and the other prisoners in our ward
17697,0.0,0.0,1.0,0.0,we then went to an office together to sign and stamp the forms to officially appoint him as our lawyer
17698,-0.5106,0.13,0.87,0.0,we had seen her talking to other lawyers and prisoners and had caught her looking at us several times from across the room
17699,0.0,0.0,1.0,0.0,is mr
17700,0.0,0.0,1.0,0.0,aghasi your lawyer
17701,0.0,0.0,1.0,0.0, she asked
17702,0.0,0.0,1.0,0.0,yes
17703,-0.3321,0.208,0.792,0.0, could you tell me some more about your charges
17704,-0.5106,0.524,0.476,0.0,are you political prisoners
17705,-0.6705,0.478,0.522,0.0,or were you arrested in the street disturbances
17706,-0.3818,0.245,0.755,0.0, we are being prosecuted because we are christians
17707,0.0,0.0,1.0,0.0, you are marziyeh and maryam
17708,0.0,0.0,1.0,0.0,have you had access to a lawyer from the beginning
17709,-0.5106,0.155,0.845,0.0, we have been in prison six months and this is the first time weve talked with a lawyer
17710,0.6115,0.0,0.667,0.333, im very happy to see you in person
17711,-0.5106,0.216,0.784,0.0,im here today gathering the latest news on the cases of political prisoners
17712,0.0,0.0,1.0,0.0,we heard it when we were in revolutionary court
17713,0.0,0.0,1.0,0.0, heydarifar was the prosecutor who had insisted we be executed
17714,-0.34,0.13,0.87,0.0,heydarifar sobhani and another man saeed mortazavi were implicated in the unlawful arrest and transfer of protestors
17715,-0.9201,0.485,0.438,0.077,some have said they were responsible for the torture and murder of prisoners at the kahrizak detention center
17716,-0.886,0.265,0.688,0.048,the three people who were responsible for our court case the three who had indicted us for apostasy and demanded we be executed were now accused of torture and murder and would themselves be tried behind closed doors
17717,0.1531,0.095,0.785,0.12,this good news was tempered by the fact that replacing the three court officials would mean another delay in our case
17718,0.1091,0.172,0.624,0.205,these three were likely no more guilty than many others
17719,-0.9413,0.392,0.608,0.0,but the regime had to blame somebody in order to take the spotlight off the illegal elections the public unrest and the worldwide outcry demanding our release
17720,0.4215,0.0,0.865,0.135,it was another renegade decision by the rulers designed to stifle legitimate dissent and keep the powerful in power
17721,-0.5106,0.163,0.837,0.0,this also was a stark reminder that prisoners are not the only ones who are captive in iran
17722,-0.4118,0.121,0.879,0.0,everyone who lives under this repressive regime isand will remaina spiritual captive as long as these leaders maintain their iron grip
17723,0.4215,0.0,0.851,0.149,we tried not to think about the slow progress in our case and what might happen next
17724,0.0772,0.0,0.954,0.046,when many people were at the cultural centerwhere we werent allowed at first because we were unclean apostates and where we didnt want to go later when mrs
17725,0.0,0.0,1.0,0.0,rezaei insisted we be allowed towe sat on our beds and knitted
17726,0.4019,0.0,0.926,0.074,after that we went back to the ward to read some of the official newspapers we were getting them again listen to the radio news and hold political discussions with other women who were interested
17727,-0.5106,0.142,0.858,0.0,word spread through the ward that some political prisoners from ward 209 were going to be transferred over to our hall
17728,0.0,0.0,1.0,0.0,then we went downstairs where they would be brought in and as the door opened there stood mahtab fereshteh and setare
17729,0.4019,0.0,0.847,0.153,despite the fact that there were already thirtyfive women crammed into room 1 we convinced mrs
17730,0.0,0.0,1.0,0.0,ghaderi the woman in charge of our ward to send all four of the newcomers to our room
17731,-0.4404,0.116,0.884,0.0,with all the arrests after the election there were four or five people in each tiny cell where three had been a crowd
17732,-0.1531,0.111,0.802,0.088,some of the new inmates there were prominent officials and politicians now living under the same conditions as the people they once condemned
17733,-0.5106,0.142,0.858,0.0,the flow of prisoners in the public wing had also picked up and many women came and went in the ward
17734,-0.1779,0.114,0.796,0.09,maryam and i took on the task of greeting new prisoners introducing them to other inmates and explaining the rules and traditions of the ward
17735,0.0258,0.085,0.799,0.116,this gave us an opportunity to spend some time with arefeh who had been arrested during a demonstration and held because her family members were mujahideen even though she herself was not
17736,0.6808,0.081,0.63,0.289,she was curious about our faith especially when she learned that we refused to renounce it in order to be freed
17737,-0.3237,0.16,0.737,0.103,she told us we were silly and added i think it is sheer stupidity that you two can buy your freedom by renouncing your beliefs and just walk out of this terrible place
17738,-0.34,0.156,0.844,0.0,how could i ever deny something that is in every cell of my body
17739,-0.7717,0.456,0.544,0.0,holding on to our beliefs means rejecting injustice and inequality
17740,0.34,0.13,0.649,0.221,is it not your pursuit of justice and your protest against oppression
17741,-0.2144,0.066,0.934,0.0,at first i thought it was my usual stomach trouble but soon i was running down the hall to the toilet where i vomited again and again
17742,-0.6442,0.205,0.721,0.074,shirin and marziyeh came to help me back to the cell but i was so weak i could hardly stand
17743,0.0,0.0,1.0,0.0,they put me in a bed close to the door in case i had to go back to the toilet
17744,0.4019,0.0,0.856,0.144,someone called a guard and after a few minutes convinced her to take me to the clinic
17745,-0.3612,0.111,0.889,0.0,marziyeh wanted to go with me and argued with a guard while i leaned against the wall barely able to stand
17746,0.128,0.0,0.889,0.111,the guard made me put on a chador and carefully cover my hair
17747,0.0,0.0,1.0,0.0,the guard went down the stairs in the direction of the clinicfifty steps in all
17748,0.0,0.0,1.0,0.0,come on hurry up
17749,0.0,0.0,1.0,0.0, the guard barked
17750,0.0,0.0,1.0,0.0,i cant wait all night
17751,0.0,0.0,1.0,0.0, when we got downstairs a guard told me to wait until he could coordinate with the doctor
17752,0.1027,0.0,0.833,0.167,quit pretending to be sick the guard ordered
17753,-0.2924,0.285,0.715,0.0,okay the guard said i know youre not feeling well
17754,0.0,0.0,1.0,0.0,just control yourself and hurry up
17755,0.1027,0.0,0.938,0.062, when we reached the clinic the doctor on duty gave me a quick glance and asked the guard what had happened
17756,0.0,0.0,1.0,0.0,if  you need to get up you can use that little toilet in the corner she said
17757,0.1779,0.127,0.711,0.162,the next morning my hand was swollen and sore where the iv needle had been inserted
17758,0.4939,0.0,0.842,0.158,please take this needle out of my hand and let me go back to my ward i said
17759,0.1298,0.209,0.543,0.248,my hand is completely numb and im completely frozen
17760,0.0,0.0,1.0,0.0, shirin alam hooli and marziyeh were waiting for me in the ward
17761,0.4019,0.0,0.87,0.13,they had stayed awake all night in case i needed them and there was any way they could help
17762,-0.4572,0.277,0.506,0.217,but in a place like evin prison they mean even more because the prisoners have so little else to encourage them
17763,-0.4019,0.165,0.759,0.076,she had been sentenced to death and was waiting for a final ruling from the court as to whether or not she would get a pardon
17764,-0.4019,0.088,0.912,0.0,every time her name was called we were afraid it could be a summons to the isolation cell where she would wait out the last day before her execution
17765,-0.0093,0.088,0.825,0.087,marziyeh before maryam and i had gone to ward 209 id had a dream about shirin that i had never shared
17766,0.0,0.0,1.0,0.0,shirin went to 209 for further interrogation
17767,-0.6908,0.306,0.528,0.166,they said if she would answer their questions and betray her friends they would commute her death sentence
17768,0.0,0.0,1.0,0.0,go ahead and execute me
17769,-0.5719,0.17,0.83,0.0, as long as she had been in prison and as often as she had been questioned she sensed that her situation was different now
17770,-0.7964,0.119,0.881,0.0,she felt somehowwith the indefinite intuition of a person who knows something but cant tell you how she knows itthat the court had already decided to execute her and now was only trying to coax as much information out of her as possible before killing her
17771,-0.0516,0.074,0.926,0.0,if youre released before i get back leave it with another inmate to return to me
17772,0.0,0.0,1.0,0.0, she also gave us her books and other things to look after once she was transferred
17773,-0.743,0.283,0.717,0.0,one reason for her latest interrogation was that a judge had been murdered and the kurds were suspected
17774,-0.5106,0.171,0.829,0.0,the authorities were grilling kurdish prisoners to see if they could get any clues in the case
17775,0.0,0.0,1.0,0.0,a few days later we saw the news that several kurds had been executed including a boy
17776,0.0,0.0,1.0,0.0,the lights were out and several inmates were watching tv
17777,0.0,0.0,1.0,0.0,maryam said you know the boy who was executed today dont you
17778,-0.4767,0.256,0.744,0.0,  without looking up shirin nodded and began to cry
17779,-0.6597,0.233,0.697,0.07,she cried her eyes out as if shed hidden a huge sorrow inside until she couldnt hide it anymore and now wanted to let it all go
17780,-0.7506,0.328,0.552,0.12,our unshakable kurdish heroine who had endured months of torture and years of imprisonment without flinching suddenly seemed broken and defeated
17781,-0.7351,0.508,0.492,0.0,im sick and tired of the whole situation
17782,0.5454,0.122,0.691,0.187,ive seen so many people i love executed lost so many of my friends at the hands of a merciless regime that has no compassion toward anyone even a twentyyearold boy
17783,-0.434,0.17,0.755,0.075,as the weather turned cool inmates without warm clothing began to suffer when we were all herded out into the courtyard for the morning roll call
17784,-0.5563,0.146,0.854,0.0,most prisoners still went out before sunrise for muslim morning prayers too and everybody had to go out to register at 630
17785,-0.5106,0.231,0.769,0.0,it was announced that prisoners could receive new clothes from their families
17786,-0.5984,0.234,0.766,0.0,evidently the idea was to make it harder for inmates to hide any sort of weapons or contraband
17787,-0.2247,0.14,0.771,0.088,shamsi was in charge of room 2 and had become a friend even though she had been a tough gang member on the outside and most prisoners were afraid of her
17788,-0.8779,0.315,0.685,0.0,she also organized a system for bartering and buying clothes among the prisoners and got clothes for the poorest prisoners who couldnt afford their own
17789,-0.765,0.202,0.798,0.0,in the wake of all the protests the arrest of some of the judges and the overcrowded conditions at evin the guards became much stricter about prisoners going outside for morning roll call
17790,-0.765,0.452,0.548,0.0,in the past old and sick prisoners had been excused
17791,0.1113,0.062,0.862,0.076,soraya the huge woman with a cell and a shower of her own never went out for roll call because it was so hard for her to walk
17792,-0.7579,0.2,0.8,0.0,but now they began to enforce the ruleperhaps only because they knew they had the power to do it and because they knew it was uncomfortable and inconvenient
17793,-0.5106,0.248,0.752,0.0,out of bed and into the prison yard for roll call
17794,-0.3818,0.202,0.698,0.101, anyone who disobeyed was denied access to the cultural center lost her phone privileges and wasnt allowed visitors or parole
17795,-0.765,0.306,0.694,0.0,some of the sick prisoners shivered with cold just getting out of bed never mind going outside
17796,-0.5106,0.125,0.875,0.0,after that everyone except for marziyeh and me and a few political prisoners had to face mecca and recite in arabic the omalyajib prayers
17797,-0.9618,0.432,0.517,0.052,the guards were hoping to make the old and weak prisoners out to be the enemy getting us to blame them instead of the guards for the inconvenience and causing disagreements or even fights among the prisoners
17798,-0.765,0.167,0.833,0.0,the bad situation was made even worse on days when we had to go back outside a second time for the guards to search our personal belongings or when they came through occasionally spraying disinfectant
17799,0.0,0.0,1.0,0.0,one morning we had just come inside from another bonechilling roll call and were eating breakfast when we were ordered back into the courtyard
17800,0.0,0.0,1.0,0.0,once we were all assembled everyone who used the cultural center was ordered to go there and everyone else was ordered to remain outside for the rest of the day
17801,-0.743,0.441,0.559,0.0,even the old and sick inmates were forced to obey
17802,-0.4588,0.177,0.753,0.07,though a number of women went to the cultural center the yard was packed with prisoners
17803,-0.8689,0.366,0.634,0.0,after a while some of the prisoners started sitting and lying on the ground which made the crowding even worse
17804,-0.4019,0.124,0.876,0.0,soraya whose kidney problems were familiar to everyone called out that she had to go in and use the toilet
17805,0.7178,0.0,0.838,0.162,the women in the cultural center had heard the yelling and were very happy to know we had stood together for even so small a thing as the chance to go back inside
17806,-0.5106,0.268,0.732,0.0,the reason we believed was that the prison warden mr
17807,0.7968,0.127,0.569,0.304,sedaghat was under some kind of pressure to show that his prisoners were happy well cared for and being educated at his cultural center where they were all behaving like nice muslim women
17808,-0.3612,0.097,0.85,0.053,on top of everything else the prisoners who were drug addicts were allowed into the cultural center for the first time making it harder than ever to get a place there
17809,0.128,0.0,0.952,0.048,everyone being out of the ward all day also wrecked our carefully planned schedule of shower times which was essential since there were more than 150 women and five available showers
17810,-0.6801,0.383,0.617,0.0,any sort of coordinated prison protest was almost unknown in evin
17811,-0.1779,0.103,0.835,0.062,on the eve of an execution or after a major event was reported in the news our phones were cut off and we were locked in our cells until it was clear we had no plans to react
17812,-0.8689,0.266,0.734,0.0,there was also always the threat of punishment we heard many stories of women considered troublemakers who were taken to a building next door and returned swollen bruised and bleeding
17813,-0.4588,0.167,0.833,0.0,marziyeh and i had been banned from the cultural center since the beginning of our imprisonment
17814,0.0,0.0,1.0,0.0,the next morning when we were all ordered outside marziyeh and i were the only ones who stayed in the ward
17815,0.0,0.0,1.0,0.0,the guards came through but they didnt step inside our cell and didnt notice us under our blankets
17816,-0.2263,0.107,0.829,0.063,after the other inmates returned everybody wanted to know how we had managed to avoid the mandatory trip outside
17817,0.0,0.0,1.0,0.0,when my turn came mrs
17818,0.0,0.0,1.0,0.0,rezaei ushered me inside
17819,-0.7717,0.295,0.705,0.0,many other inmates suffer from various illnesses and disabilities that make it impossible for them to stand outside
17820,0.0,0.0,1.0,0.0,we would rather go to solitary confinement than tolerate this inhumane treatment
17821,-0.4215,0.167,0.833,0.0, miss rostampour i am as unhappy as you are about this new routine mrs
17822,0.0,0.0,1.0,0.0,rezaei replied
17823,-0.4215,0.382,0.441,0.176,defiant prisoners will be sent to the security section
17824,-0.5106,0.398,0.602,0.0,everybody in the ward is sick
17825,-0.4585,0.25,0.75,0.0, im not happy about the situation either said mrs
17826,-0.296,0.268,0.732,0.0,rezaei but we have no other choice
17827,0.0,0.0,1.0,0.0,im not the one who makes the decision
17828,0.2449,0.087,0.788,0.125, i could see there was no point in continuing the conversation so i thanked the warden and returned to my cell
17829,-0.4019,0.18,0.694,0.126,though her complaint was justified it was yet another example of her resisting authority which looked bad considering her case and the latest round of interrogations
17830,-0.5563,0.246,0.754,0.0,most prisoners were afraid of the guards and obeyed their every word
17831,-0.2023,0.306,0.463,0.231,however political prisoners like shirin were different
17832,-0.8047,0.24,0.76,0.0,but even some of the prison staff were now saying that the crowding situation was impossible and that the cultural center could no longer function
17833,-0.5106,0.32,0.68,0.0,prisoners needed to stand up for their rights
17834,0.0,0.0,1.0,0.0,reihaneh came from ward 209 to the public ward and was assigned to our room
17835,0.0,0.0,1.0,0.0,wed heard a lot about her case from radio and television
17836,-0.0516,0.148,0.714,0.138,reihaneh was arrested after the elections for supporting them and being a member of the green movement
17837,-0.5859,0.161,0.839,0.0,she was transferred from 209 because the media were less likely to hear about her strike in the general ward than in the ward for political prisoners
17838,-0.872,0.343,0.657,0.0,when i first met her she was pale and weak from physical and psychological torture her malnutrition made her look even worse
17839,0.0,0.0,1.0,0.0,soon after reihaneh arrived mrs
17840,-0.3612,0.2,0.8,0.0,rezaei called her to the office and said that her hunger strike was breaking the law
17841,-0.791,0.342,0.564,0.095,did you know that christian prisoners are given asylum more easily now since youve been arrested and put in prison
17842,0.0,0.0,1.0,0.0, how could this be related to us
17843,0.0,0.0,1.0,0.0, maryam asked
17844,0.1189,0.148,0.676,0.176,since your arrest foreign governments are more willing to accept christians seeking asylum
17845,-0.5267,0.105,0.895,0.0,they now believe that most of the christians in iran are under oppression and that as soon as the iranian government finds out about them their lives are in danger
17846,-0.296,0.155,0.845,0.0, we had no idea our situation had made this kind of difference
17847,0.6997,0.0,0.806,0.194,the more we talked the more interested reihaneh  became in christianity until finally she put aside her pen and notebook and wanted to talk about faith
17848,-0.9169,0.485,0.418,0.097,she was arrested and accused of taking part in illegal rallies disturbing the peace propaganda against the state and insulting the president
17849,0.6124,0.0,0.583,0.417,because she had been a faithful supporter of mr
17850,-0.4588,0.1,0.9,0.0,karroubi the authorities forced her to confess that she was having an affair with him in order to fabricate a corruption case against him and tarnish his reputation
17851,-0.9451,0.352,0.648,0.0,reihaneh wanted to write a complete report of the plight of women in prison an exposé of the abuse corruption and evil that made up the fabric of the iranian prison system
