,Key,Line
10586,interrogation,"“try to smile once in a while, and use hand gestures,” javan instructed me, back in the interrogation room the next day."
10587,freed,"“well,” i explained, avoiding his eyes, “you told me i would be released yesterday, but i keep having to do these videos.” “miss saberi,” he said, plainly annoyed, “if you get this right, you’ll be freed very soon."
10588,war,say that you gave him the document that you copied—the one about the u.s. war in iraq.” “but—” “miss saberi”—he hurled the words at me—“do you want to waste away here?
10589,cell,he was about to send me back to my cell when i asked if i could call my father to at least let him know i was alive.
10590,pen,javan clicked a pen in his hand repeatedly as he considered my request.
10591,interrogation,"it was monday, and i had been taken to a different interrogation room, where i had been told to remove my blindfold."
10592,torture,"what if this was a torture room, buried in the basement where no one could hear my cries for help?"
10593,ward,"something is really going to happen this saturday, i thought, getting my hopes up again, as my interrogator delivered me to the women’s ward without dropping any hints about my future."
10594,cell,"chapter ten  i figured i would be left alone in my cell all day that tuesday, february 10, the final day of the ten days of dawn."
10595,police,"on this date thirty years ago, crowds roused by revolutionary zeal stormed the police and army buildings, and the shah’s last forces surrendered."
10596,taken,"since then, the two countries had taken occasional steps toward rapprochement, but for the most part, tensions and mistrust had remained high."
10597,power,"it had also resisted many internal power struggles and challenges, often ruthlessly crushing any opposition."
10598,state,"yet although the regime had maintained its power base, divisions among the country’s leaders still existed, and the divide between the state and large parts of iranian society had widened."
10599,freedom,"she had told me her family attended every year “to show we are united behind the islamic revolution and its principles: independence, freedom, and the islamic republic.” tens of thousands of iranians were already milling about freedom square when we arrived."
10600,cell,i stared at my cell walls and let my mind run wild until sleep came.
10601,freed,"it was late wednesday morning, and still, i had no news from my interrogator about whether i would indeed be freed on saturday."
10602,trial,what if my captors put me on trial claiming my false confession is true?
10603,sentences,"they say they want me to spy for them, but what if a judge sentences me to death?"
10604,guard,the guard was taking longer than usual to walk down the corridor and open my door.
10605,arrest,perhaps reflecting upon the conversation i had with my father just days before my arrest would help.
10606,freed,"“if you want to be freed soon, your parents must not know where you are so that you can collaborate with us in the future,” he said."
10607,detained,“tell your father you’ve been detained for buying alcohol.
10608,cell,"tell him the head of an alcohol sales network was arrested and your phone number was among those found in his cell phone, so the police came to your home and arrested you.” alcohol was illegal for muslims in the islamic republic, but it wasn’t hard to find on the black market, and some iranians even made it at home."
10609,penalty,the penalty for possession was usually at most a fine.
10610,where,"“if your father asks where you are, say you don’t know,” javan continued."
10611,freedom,why should i trust him when none of his promises of freedom has materialized?
10612,cell,"we reached the outdoor yard, where javan handed me my cell phone and told me to lift my blindfold."
10613,where,"“roxana, where have you been?"
10614,detained,"are you ok?” “i’m ok. are you ok?” “both your mother and i are fine.” “dad, i’ve been detained for having alcohol in my home,” i said, tripping over my words a little."
10615,cell,"“i was arrested because the guy who sold it to me was caught, and my phone number was in his cell phone.” i paused for a second."
10616,arrested,"“tell bahman that the man who was arrested was ‘jaffar,’ the same guy i bought alcohol from for my birthday.” please, dad, i pleaded internally, remember to repeat this to bahman."
10617,where,then he asked me where i was.
10618,cell,"“remember, dad, tell bahman the alcohol story.” i had been on the line for only a minute or two, but javan was now extending his hand to snatch my cell phone from me."
10619,ward,"we recorded everything.” he handed me off to tasbihi, who deposited me at the women’s ward with the warning, “if you lied to him, it will cost you dearly.”  back in my cell, i prayed that javan knew neither japanese nor that my grandfather was no longer living."
10620,death,i hoped i had never mentioned his death in an e-mail that my captors had monitored.
10621,detained,i tried to console myself with the thought that at least my parents now knew i was detained somewhere in tehran instead of taken hostage by bandits or rebels in zahedan.
10622,interrogation,ages passed before tasbihi came to take me to the interrogation room.
10623,wall,"there, he told me to sit down, eyes covered, facing the wall as usual."
10624,arrest,"“now i want you to call your parents back and tell them the judge has decided your arrest was a mistake,” javan said."
10625,where,"he took me back to the yard, where i called my parents again and dictated the new message to them."
10626,death,"during my twelve days in solitary, i had been too preoccupied with the possibility of death to concern myself with my regular workout routine."
10627,cell,"i started to exercise in place, taking care not to whack the walls of my small cell with my flailing arms and legs."
10628,cell,then a guard let me out of my cell to take a shower in the bathroom down the corridor.
10629,hole,"suds from whoever had showered before me were still draining into the toilet hole in the grimy, white-tiled floor."
10630,freedom,counting down to freedom over the next two days was nerve-racking and interminable.
10631,wall,"when i tired of the newspaper, i imagined playing the piano by lightly rapping my fingers on the wall of my cell."
10632,wall,"but rachmaninoff was too difficult to play on the wall and definitely too complex to hum, so i decided to tap out one of my own compositions."
10633,escaped,"i tried my luck with christmas carols: “joy to the world,” “deck the halls,” and “rudolph the red-nosed reindeer,” although the names of the other eight reindeer escaped me."
10634,charged,"then there was “the star-spangled banner.” like many iranians, i hadn’t learned iran’s postrevolutionary, ideologically charged national anthem."
10635,pen,"freedom to use the bathroom when i wanted, to read a book, to have a pen and paper."
10636,coercion,freedom from coercion to make a false confession and to spy in exchange for my release.
10637,due process,i tried to recall the rights of due process and the basic freedoms enshrined in the un’s universal declaration of human rights.
10638,imprisoned,"my body would be free, but my conscience would remain imprisoned forever."
10639,ward,"part ii  angels in evin  chapter eleven  every time the buzzer to the women’s ward rang that saturday, i longed for it to be my freedom bell."
10640,evin,"i lay on my back all day, pondering what the headlines would be if i ended up staying in evin and my whereabouts became known."
10641,cell,"finally, the door to my cell opened."
10642,inmates,"i couldn’t hear any voices, but i assumed that it, too, held women inmates because haj khanom hadn’t told me to put on my chador and blindfold, as i had by now learned were required outside the women’s ward."
10643,prisoner,perhaps this cell had once upon a time held an italian prisoner yearning for freedom just as i was.
10644,detained,"“we were detained a few weeks ago at the airport, along with a few dozen other women and men,” she said."
10645,authorities,"“well,” roya said, with a soft chortle, “we also wanted to go to ashraf.” now i understood why the iranian authorities had been sensitive about their trip."
10646,imprisoned,"the mko killed scores of senior officials, and the regime imprisoned and executed many of the organization’s supporters."
10647,camp,"in the 1980s, the mko set up a base at camp ashraf near baghdad and fought on iraq’s side in the iran-iraq war—turning many iranians against it."
10648,arrest,"and although america and iran called the mko a terrorist organization, shortly before my arrest the european union had dropped the group from its terrorist list—a decision that enraged tehran."
10649,camp,"but the group’s critics, including former members who complained of abusive and cultlike practices at camp ashraf, disputed this."
10650,prisoners,"she had been incarcerated here twice before—once in the 1980s, when several of her fellow prisoners and her brother, who were members of the mko, were executed."
10651,camp,"the second time was a few years ago, when she returned from a visit to camp ashraf."
10652,detention,"roya told me our ward was part of evin’s detention center, where inmates usually remained until receiving a sentence."
10653,transferred,"last time she was here, she was transferred to evin’s regular prison, which housed hundreds of women."
10654,inmates,"some women inmates suffered from lice, narcotics were just as easy if not easier to get than on the streets, and the guards often treated prisoners much more harshly."
10655,inmates,"but at least in the regular prison, inmates could use the bathroom whenever they wanted and could make phone calls more frequently."
10656,jailed,"“if you ever get sent there,” roya advised me, “try to room with the murderers.” many of them had been jailed for killing their husbands, which they felt was the only way to escape their abusive marriages, she explained."
10657,imprisoned,"the murderers, as well as women who were imprisoned for financial crimes, were the most educated, so they were the best choice of cellmates for political prisoners, who didn’t have their own section in the regular prison."
10658,convicted,i had once read that people convicted of narcotics offenses constituted nearly half of iran’s prison inmates.
10659,authorities,"while some international health experts said tehran had made significant progress in combating drug addiction, many critics complained that the authorities were not doing enough to stem the demand for or supply of drugs."
10660,law,"several observers told me the driving force behind prostitution was economic, while government officials tended to blame the phenomenon primarily on “moral decay.” one teenage prostitute i had interviewed in tehran claimed this moral decay existed among some of the nation’s law enforcers and clerics, a few of whom had  been her clients."
10661,cell,it was the same hacking sound i had heard from my cell the previous week.
10662,courtroom,"“you have no choice now but to maintain that what you said is the truth,” she said firmly, “or your interrogators won’t free you.”  at the far end of the courtroom sat an imposing figure: a white-bearded, white-turbaned cleric perusing some files on his vast desk, which stood on an elevated platform about a foot high."
10663,freed,"“no, i am not,” i said, baffled that this man was opening a new line of questioning when i was supposed to be freed any day now."
10664,inmate,"my guard took me to wait for a fellow inmate on the second floor, where i sat on a chair to brood over my encounter with the judge."
10665,freed,"rattled by these thoughts, i told the guard that my interrogator had said i would be freed the day before, and i asked if i could see the magistrate about it."
10666,courthouse,the guard nodded and flagged down a man i recognized from my previous visit to the courthouse as the magistrate’s assistant.
10667,guard,"from my seat a few feet away, i couldn’t hear the guard speaking as he relayed my concern, but i saw the assistant look at me blankly."
10668,freed,“i’m a bit distressed.” “about what?” i told her my interrogator had assured me i would be freed last saturday.
10669,freed,"“inshallah, god willing, you will be freed soon.” iran, i had learned, was the land of god willing."
10670,detention,"she told me if anyone in the women’s ward knew what was in store for me, it would be haj khanom, who was in regular contact with various officials at the detention center."
10671,freed,"who said you were supposed to be freed by last saturday?” javan asked, shooting a spinechilling look at me."
10672,interrogation,"i was back in the interrogation room, where i was now facing my interrogator in his trademark black leather jacket."
10673,freed,"“you told me to tell my parents i would be freed on saturday.” “that didn’t mean you would actually be freed on saturday,” javan said bluntly, as if trying to show off in front of haj agha."
10674,case,"you’re not the only case we’re working on, you know.” i had been wondering what my bâzju did all day, whether he studied u.s. policy toward  iran, pored over e-mails monitored by his ministry, or worked undercover, using his deceptively western image to blend in with unsuspecting young iranians."
10675,arrested,"what reason have you given them?” “that i was arrested because of alcohol,” i replied."
10676,cell,"that evening, our cell door opened to two other detainees."
10677,arrested,"they, too, had been arrested at the airport on their way to camp ashraf a few weeks earlier."
10678,cell,leila* and elham* hadn’t known each other until they were placed in the same cell on their first night in evin.
10679,cellmate,"i had known only the first line in arabic—the same words javan had made me say to begin the first videotape of my false confession, so my cellmate taught me the rest of it: in the name of allah, most gracious, most merciful."
10680,freed,"she pledged that if i was freed soon, she would do a good deed or religious act whenever she, too, was released."
10681,detention,she had heard of one woman who had been in detention for nearly eight months.
10682,arrested,"“she was working on some kind of health program when she was arrested along with the alaie brothers, the aids researchers.” i had reported on aids in iran, but i had never interviewed the alaies, two iraniankurdish brothers who were world-renowned aids physicians."
10683,detained,i hadn’t realized a woman had been detained along with them.
10684,sentenced,one brother had recently been sentenced to three years in prison and the other to six.
10685,cell,"she pressed her ear to the barred window in our cell door and whispered, “do you hear that?” a sad melody was rising through the air."
10686,detainees,"it was as if all the detainees and even the guards had been hypnotized by the pure, gentle voice."
10687,cell,"“that’s the woman i was just talking about,” leila told us, leaping away from the cell door as we heard slippered feet approaching."
10688,ordered,"“gather your belongings,” she ordered all five of us."
10689,where,"prepare to leave your cell.”  where do you think they’re taking us?” i whispered to elham, as we folded our blankets."
10690,transferred,"“i heard skinny tell another guard we’re being transferred to the regular prison,” she whispered back."
10691,taken,how could i be taken to the regular prison when haj agha had told me i was supposed to be freed?
10692,trial,and none of us had gone to trial or even met with a lawyer yet.
10693,where,"not you.” my four cellmates shambled away, while skinny led me in the opposite direction, toward the corridor where i had been held in solitary confinement."
10694,cell,"halfway down that hallway, she opened the door of a cell and hustled me in, slamming the door behind me."
10695,sentenced,"“the iranian authorities claimed i wanted to overthrow the regime in a soft revolution.” this must have been the woman who had been here for eight months, the one who had been sentenced along with the alaie brothers."
10696,where,"just over one year earlier, she had moved to armenia, northwest of iran, where she began working for a u.s.-based nonprofit organization called international research & exchanges board, or irex."
10697,authorities,"silva had assumed the authorities had no problem with her work, especially since the iranian government had invited irex staff to visit iran a few years earlier, though that was under reformist president khatami."
10698,evin,"that night, she found herself in evin prison."
10699,arrest,"fortunately, one of silva’s friends was with her at the time of her arrest and reported the incident to their mutual friend, a lawyer."
10700,evin,that attorney came to evin searching for silva but was told she wasn’t here.
10701,confinement,"“that’s silva harotonian!” like me, silva was put in solitary confinement while undergoing intense interrogation during her first days in prison."
10702,interrogation,"only after her interrogation was complete was silva permitted to get a lawyer, and even then, she was hardly allowed to talk to her legal team before her trial."
10703,sentenced,he later sentenced silva to three years in prison.
10704,awaiting,"she appealed the decision and was awaiting the appellate court’s response, which she expected to receive any day now."
10705,freed,"you could’ve been freed and then set the story straight.” silva pursed her lips, then lowered her eyes."
10706,sentenced,"although silva had been sentenced to three years in prison, at least when she got out of this place, she would have a clear conscience."
10707,infamous,"i vaguely recalled hearing about 209 before, that it was infamous for the worst kinds of torture."
10708,locked,my parents would never think to search for me here if they really believed the story that i was locked up for buying alcohol.
10709,state,she was arrested along with two of her sons for allegedly possessing some antiques that the authorities claimed were state property.
10710,inmates,"when a guard asked if she could give it to inmates in another cell, azar objected."
10711,detained,samira had been detained two weeks earlier.
10712,detained,agents had detained samira’s mother because she happened to be at home when they took samira there to search her apartment.
10713,jail,i pitied her for having to stay in jail simply because she could not afford her freedom.
10714,cell,"the other woman in my new cell was vida,* a stout housewife in her midsixties with dark skin and dyed blond hair."
10715,arrested,"she was another member of the group that had been arrested on the way to camp ashraf, where vida had planned to go to see her son."
10716,executed,"after the revolution, the islamic regime executed one of her other sons and her brother, both of whom had links to the mujahedin-e khalq."
10717,detainees,"(every tuesday, detainees were allowed to use their own money to buy a few snacks and raw vegetables through a prison official who brought them from outside evin—although goodies deemed too western, like chips, were not permitted."
10718,guard,"as she chopped lettuce and cucumbers with a dull knife borrowed from the guard on duty, silva would entertain us with stories."
10719,state,"iran had no private radio or tv channels—only the state broadcaster, the islamic republic of iran broadcasting."
10720,state,"irib’s communications director, whom i had interviewed for my book, had told me that state tv’s main goal was to entertain its viewers so they don’t “go and watch [foreign networks like] bbc.” irib also aimed to educate iranians and promote islam, he had said."
10721,crime,"but i also knew plenty of iranians who doubted irib’s impartiality, especially when it came to playing down iran’s domestic difficulties and highlighting the economic problems and crime in much of the rest of the world."
10722,police,"they preferred to watch foreign tv police dramas, such as the german cobra 11, which were expertly dubbed into farsi."
10723,court,"samira was taken to court on sunday, february 22, and returned with a light in her eyes that divulged her good news."
10724,imprisonment,"“i really believe this.” maybe my imprisonment was also part of my destiny, i thought, just as moving to iran had been."
10725,authorities,"in fact, if the iranian authorities hadn’t given me a press pass, i wouldn’t have stayed long enough to feel at home in the country and begin writing a book about it."
10726,cell,this confusion was reflected in some words she had scratched into the paint on our cell wall: dear god!
10727,court,"the following morning, azar was summoned to court while silva went to her weekly visit with her mother elsewhere on the prison grounds."
10728,cell,both women returned to the cell at around the same time.
10729,bail,"her third son, the cleric, had posted bail for her and her two other sons, and the three would be released shortly."
10730,jailed,azar laughed as she told us how one of her jailed sons had commented dryly to the judge: “prison isn’t as bad as i thought.
10731,where,"finally, we’ve found a place where everything is free!” i doubted the judge appreciated this remark, which ridiculed a famous statement by ayatollah khomeini that water and electricity should be free to the public because iran was awash in oil money."
10732,authorities,"under the islamic republic, these services were subsidized but not free, and critics accused the authorities of squandering oil revenues through corruption, reckless spending, and unwise economic policies."
10733,escaped,"silva smiled as she listened to azar’s story, but then a tear escaped from one eye."
10734,cell,our cell door opened.
10735,case,"we presumed she had received a response to her appeal, but we had no idea whether it had been negative, in which case she might have been transferred to the regular prison, or positive, in which case she would have been set free."
10736,cell,"the swift departure of samira, azar, and the bubbly and talkative silva left our cell quiet and gloomy."
10737,taken,"moreover, silva had taken all her books, which i had begun to read, although her tv was left behind."
10738,cell,she wished we would get new cellmates—like the two women she had previously shared a cell with on the other side of ours.
10739,cell,"chapter thirteen  the woman who stood in our cell doorway must have been crying for many hours, perhaps even days."
10740,guard,"when the guard shut the door behind her, she fell onto them and started to weep loudly."
10741,interrogation,i recognized her weeping; it was the same high-pitched wailing i had heard coming from a nearby interrogation room during my first week in prison.
10742,cell,i soon discovered that nargess had also been the one whimpering in the cell behind mine during my first days in solitary confinement.
10743,cell,"instead of being released as i had thought, she had been transferred to another cell down the hall."
10744,prisoners,vida and i were the first prisoners she had seen since her arrest.
10745,evin,"nargess’s interrogator had told her if she didn’t confess to being a spy, she would languish in evin for years or even be executed."
10746,charge,"she told us that despite threats from her interrogator, she had continued to deny the charge against her."
10747,captivity,"he sounded like a tyrant, refusing to set her free although the magistrate she had met on her second day of captivity had ordered her released on bail."
10748,where,"her interrogator had denied her even a single phone call, and she feared that no one knew where she was."
10749,cell,nargess told us she had gained sustenance in her solitary cell by reading the koran for hours on end and praying through the days and nights.
10750,interrogation,i threw on my chador and blindfold and was led to an interrogation room.
10751,freedom,"i was dismayed by the thought that i would have to keep waiting for my freedom and that my family, bahman, and any friends who realized i had disappeared almost one month earlier would have to agonize even longer."
10752,freed,"“well, i thought i was supposed to be freed by now.” “we’ve been working on it, but these things take time,” he said, as if i should have known better."
10753,detention,"he even informed me that the most accurate translation for the farsi word mahramâneh was not “secret,” as i had thought, but “classified.” one new question had to do with whether before my detention i had noticed any signs that the intelligence ministry was monitoring me so closely."
10754,incarceration,this was the first time during my incarceration that my captors had made this accusation.
10755,question,"“but why did you report on sensitive topics such as aids in iran?” his question made me wonder whether he had ever read, watched, or listened to any of my work."
10756,prisoners,"he had added, however, that whether and when the concentrated epidemic found among intravenous drug users and prisoners spread to sex workers, homosexuals, and the youth completely depended on the country’s future policies."
10757,power,"and it was people with this kind of mind-set, i lamented, who held so much power in the islamic republic."
10758,warrant,"“you should remember,” he said, in a threatening tone, “if you leave this place and tell anyone about our arrangement, be sure i will sign your death warrant myself.”  back in my cell, i cast off my chador and sank onto my blankets."
10759,freed,"after so many unfulfilled promises, it seemed i would really be freed this time, yet i was in no mood to rejoice."
10760,freed,"i was vacillating between a feeling of hope that i would finally be freed and the idea that once released, i would have to live in fear of haj agha and his henchmen, wherever i happened to be."
10761,freed,vida and nargess had gone through three police dramas by the time i came to a realization that i had been struggling to avoid since my first week in prison: i did not want to be freed for telling lies.
10762,guard,"then i remembered how, nearly two weeks earlier, my guard had told the magistrate’s assistant that my interrogator had promised me i would be freed."
10763,crimes,"if i ignored haj agha’s warning and told the magistrate that my interrogators made me confess to crimes i did not commit, i might lose my chance at freedom."
10764,prisoners,“haven’t other prisoners been asked to do that?” i asked.
10765,arrested,"i found it hard to believe he wasn’t aware of such arrangements, but i said, “they said i have to spy on foreign diplomats in iran and on americans abroad…or something like that.” “weren’t you afraid you could be arrested by the u.s. government for that?” i didn’t know what to say."
10766,pen,"the magistrate lowered his gaze to his desk and began drumming his pen on a blank notepad, softly and slowly."
10767,guard,he waved the guard over to take me away.
10768,where,“could i call my parents and tell them where i am?” he blinked.
10769,where,“don’t they know?” i explained that my interrogators had told me to lie to them about where i was.
10770,guard,"as the guard drove me back to prison, i started to regret that i hadn’t also told the magistrate my confession was false."
10771,taken,"when i arrived at the women’s ward, i asked haj khanom if i could be taken back to the magistrate."
10772,arrested,sara told us she was arrested early that morning with her fiancé and two of her girlfriends.
10773,building,"eventually the agents collected the four friends and forced them into a van, which was parked so close to the apartment complex’s front door that the only way out of the building was into the vehicle."
10774,ward,"now her two girlfriends were in another cell, while her fiancé had been taken to the men’s ward of 209."
10775,detained,"they were active in a leftist student group, had taken part in university demonstrations, and several of their classmates had been detained before them."
10776,freedom,"although still loyal to the islamic republic’s main tenets, it turned against conservatives and transformed into a proponent of civil society, pluralism, and freedom of expression."
10777,court,"the next day, sunday, march 1, sara was taken to court and charged with having links to communist opposition groups abroad."
10778,crimes,"“then,” she had parried, “you must be a member, too.” first roya, then silva and nargess, and now this twenty-year-old student had used a variety of methods to resist their captors’ demands to lie or to admit to crimes they did not commit."
10779,where,"“do your parents know where you are?” i asked sara, wondering if her family, like mine, was in the dark."
10780,arrested,“my brother was arrested last year and was later released on bail.
10781,case,"after that, we decided that in case i was next, he should call me every night at a certain time to make sure i’m ok."
10782,guard,"if my phone is turned off at that time, he should assume i’ve been detained.” sara was concerned, however, that her parents would be terrified their daughter was now reliving their son’s ordeal, so that afternoon, she asked the guard on duty if she could call them."
10783,cell,"when haj khanom brought breakfast to our cell on tuesday morning, sara pushed aside the tray and flatly announced: “i want no breakfast, no lunch, and no dinner."
10784,evin,"“you can’t get what you want here by not eating.” i had never witnessed anyone go on a hunger strike, although i had met and reported on akbar ganji, a famous iranian political dissident who had been freed from evin in 2006 after fasting for more than seventy days."
10785,where,"he later went abroad, where he continued to speak out for the movement of democracy in iran."
10786,evin,"but because no one outside evin knew of sara’s strike, it was difficult to predict how effective the move would be for her."
10787,wall,"i sat facing the wall with my eyes bound in the interrogation room, where javan had summoned me one day later that week."
10788,where,"“does he know where i am?” even if he didn’t know, he must have decided he could no longer stay quiet—ignoring what i had been pressured to tell him by phone nearly three weeks earlier."
10789,question,the interrogator answered my question with an order: “his noise is not helpful for you.
10790,where,don’t tell him where you are.
10791,pen,"i heard a pen drop onto my desk, followed by the swoosh of a piece of paper."
10792,guard,"without another word to me, he instructed a guard to return me to my cell."
10793,freedom,"but if the only way i can go free is to lie, then freedom has little value."
10794,where,"the practice was fairly common in iran, where many people turned to fortune-tellers for answers to their personal and financial questions and problems."
10795,freed,i immediately made two: that no one would ever be harmed because of the falsehoods i had told in this prison and that i would be freed within the week.
10796,question,“how did you know?” nargess smiled as if the answer to my question was obvious.
10797,question,“may i pose a question instead?” i asked nargess.
10798,freedom,"in short, should i risk my freedom to pursue the truth?"
10799,sentence,"she recited some more verses, opened the koran again, ran her eyes over the page on the left side, and read the last sentence to herself."
10800,pleading,"then it began to ache, pleading with me to soothe it."
10801,awaiting,"by the fourth day, saturday, it had begun to adjust to its deprivations and, except for an occasional grumble, had resigned itself to quietly awaiting its unknown future."
10802,where,"the family had dropped me off at the train station the next day, after making me promise to return someday to travel with them to their small cottage in the north of iran, where we would pick the most succulent wild berries."
10803,where,"thank god!” she had just come back that saturday, march 7, from court, where she had wept before her magistrate, swearing that she was not a spy and had never done anything even remotely political."
10804,arrest,"the magistrate had decided, as he had once before, to release nargess on bail, and she had been permitted to call her family for the first time since her arrest several weeks earlier."
10805,court,"the court would keep the deed to her home until her trial, whenever that might take place—if ever."
10806,cell,"despite these fibs, sara was happy to have spoken to her parents, and she returned to our cell with an exultant grin."
10807,freedom,"for them, freedom seemed within reach."
10808,guard,"the last thing i wanted to do was spoil my cellmates’ high spirits, so i pressed the black button by our door and waited as glasses, the guard who had been on duty the night of my arrest, appeared."
10809,where,"but instead she said softly, “if you’re going to cry, at least do it in the next room.” the next room was the size of one cell, where two big potted plants, a large trash bin, and a water fountain sat on a dirty tiled floor."
10810,prisoners,that was where my fellow prisoners and i were allowed to fill our plastic water bottles and throw out our garbage—tasks we often competed over to break the monotony of our daily lives.
10811,prisoners,"“do some prisoners stay here for years?” i asked, struggling to get the words out."
10812,where,“why doesn’t my interrogator let me tell my parents where i am?” i sniffled.
10813,prisoner,"a male guard loaded me into a van, where he handcuffed me to a young woman prisoner i hadn’t seen before."
10814,prisoners,"two male prisoners sat in front of us, also shackled together."
10815,ordered,"“don’t speak to one another,” the guard ordered from the passenger seat, before we headed out the prison gate and toward the revolutionary court."
10816,guard,"“please give me the strength to tell the truth,” i murmured to myself with my eyes closed, “whatever the result might be.” the guard began to say something to me, but the driver, who must have glimpsed at me in his rearview mirror, interrupted him and said, “let her be."
10817,court,"she’s praying.” with my free hand, i drew my chador over my face and continued, whispering over and over, “please give me the strength to tell the truth, whatever the result might be.” when we arrived at the court about thirty minutes later, the guard unlocked our handcuffs and led us to the second floor."
10818,lawyer,"with his outdated suit, stooped shoulders, and stubble on his chin, the only thing that gave him the aura of a lawyer was his leather briefcase."
10819,prisoner,my guard admonished the man for talking to me and took the other woman prisoner and me into the magistrate’s office.
10820,prisoner,"for the next half hour or so, i waited as the magistrate interrogated my fellow prisoner by having her write down answers to his written questions."
10821,confinement,"through the few words they exchanged, i gathered that the woman had been in solitary confinement for twenty days and was charged with propaganda against islam."
10822,bail,"after the questions finished, the magistrate told her she would be freed on bail that day."
10823,guard,"she thanked him, and the guard took her to sit in the hallway."
10824,jailed,"the magistrate asked me why i had once spoken to the japanese ambassador to tehran at a dinner party, why i had traveled to lebanon, and why i had tried to assist my jailed acquaintance—all questions repeated from my interrogations five weeks earlier."
10825,question,"after i wrote each answer, he would read it, then write down a new question on another sheet and hand it to me."
10826,state,"“how is the state of ohio?” he asked, without altering his tone."
10827,bail,"he had asked me about a deed for bail last time, and now he was talking about my freedom."
10828,pen,"i sat motionless for a moment, my pen hovering inches above the paper."
10829,locked,"if i wrote the truth, i could remain locked up for years."
10830,pen,then i pressed my pen to the paper and wrote: neither mr. d nor anyone else has asked me to gather information for them.
10831,interrogation,"what i said in my interrogation about mr. d was false because whenever i told my interrogators the truth—that i was not a spy and was simply writing a book about iran, and that this was a personal project not funded by any individual, institution, or government—they told me they didn’t believe me and that i wasn’t cooperating."
10832,freed,i deduced from my interrogators’ words that i would not be freed unless i told this false story.
10833,state,“out of fear i agreed to state those lies.
10834,taken,they must have taken at least three or four hours.
10835,interrogation,only after the interrogation was complete did the magistrate allow me to speak to khorramshahi for a few minutes.
10836,lawyer,“who found you for me?” i asked the lawyer with suspicion.
10837,bail,"i then asked him to go to my apartment, find the deed (even if i wouldn’t be freed on bail any time soon), and take out the garbage."
10838,lawyer,"“don’t say his name loudly here.” i couldn’t discern whether khorramshahi meant that talking about bahman would put bahman, me, or the lawyer himself in danger, even though my interrogators already knew about the two of us."
10839,guard,"“it’s time for you to go,” the magistrate said, motioning at the guard to take me away."
10840,where,"“please tell my parents where i am,” i told khorramshahi before getting up."
10841,guard,the guard led me to the hallway and sat me down next to the other woman detainee.
10842,court,she and i were to wait here for the two male prisoners who had come to court with us.
10843,ordered,"the guard again ordered us not to speak to each other, then positioned himself on a chair a few seats away."
10844,crime,“what crime are you accused of?” the woman whispered.
10845,detainee,the detainee introduced her as her sister.
10846,guard,"oddly, the guard handcuffed me to her."
10847,jail,"i had no idea whether retracting my confession that day meant i would be stuck in jail for many years, but i no longer cared."
10848,execution,"my parents knew where i was, and the media were covering my story, which made my execution highly unlikely."
10849,exercise,"i had learned that if the guards didn’t inform us of our destinations, it was an exercise in futility to ask."
10850,gang,this was none other than the gang that had ransacked my apartment on the day of my arrest.
10851,case,he didn’t warn me to act naturally in case we came upon any neighbors.
10852,building,"for some reason, just like the last time, no one was in sight—not even gholam, the building caretaker."
10853,war,"“give me the one on the u.s. war in iraq,” he said."
10854,where,"then he took me to the living room, where his three associates were lounging on my furniture."
10855,pen,he placed a pen and a sheaf of paper on the counter separating the living room from the kitchen.
10856,pen,"i picked up the pen and started writing: this $2,100 is what is remaining of the $15,000 i received from…i couldn’t do this."
10857,freedom,“because when i told you the truth—that i was just writing a book on my own—you said you didn’t believe me and that i wasn’t ‘cooperating.’ you pressured me to lie and promised me freedom only if i acted according to your demands.” “so why are you telling the truth now?” he asked.
10858,pen,"he extended the pen toward me and said, “then write that down: you are ready to be executed.” “i refuse to write that,” i said emphatically."
10859,evin,"i asked them if i could bring back to evin a photo of my family, a little iranian money, and a few books."
10860,authorities,"and if the authorities had known i wasn’t a spy, why did they detain me in the first place?"
10861,detention,"in addition, my captors could use my detention to solidify their support among anti-american hard-liners and to scare other dual nationals, writers, and journalists in iran, as well as iranians advocating better relations with the west."
10862,power,"the more i considered these various possibilities, the more i believed that what i had witnessed over the previous several weeks boiled down to an issue of power: certain people in power were exploiting that power to suppress individuals who they feared were threatening it."
10863,court,"call your parents,” a man commanded me, “and tell them you’re fine.” early that morning, i had been instructed to put on my chador to go to court again."
10864,cell,"blindfolded, i had been led downstairs, where a man whose voice i didn’t recognize gave me my cell phone."
10865,court,"“inform your parents you are going to court today and that you’ll be freed in two to three days,” he was telling me."
10866,court,"“they told me to tell you i’m going to be taken to court today and that i’m supposed to be freed in two to three days.” then, without heeding the guard’s order, i added, “but i’m not sure if that’s true.” “but we also heard that you will be freed soon.” “really?” i still couldn’t believe this news."
10867,interrogation,"i made some statements during my interrogation that were not true, but yesterday i finally told the truth."
10868,state,"we are doing as much as we can to help you, and the state department has called for your release.” “the state department?” i hadn’t realized my case had reached that level."
10869,detention,"it was comforting to know i had such support, but i also hated to think that my detention may have created new tensions between the two countries when the possibility of rapprochement had been looking more likely."
10870,guard,“…spiritually and psychologically challenging.” the guard was gesturing at me to hang up.
10871,cell,"i’ll be fine.” as soon as i handed my cell phone to the guard, he demanded to know why i hadn’t followed his instructions."
10872,prisoners,"the guard led me to a van outside section 209, where several male prisoners were waiting."
