,Key,Line
17465,prisoners,"certain prisoners were distinguished for their highly stylized and skilled letters, developing aesthetic forms while achieving the main goal of crossing the barriers of communication."
17466,execution,"—vera schwarcz, “the pane of sorrow”  the trees were upside down as i stared at the mirrorlike glass window of the meeting room when my father said, “they gave us a number, number fifteen, and told us to come back tomorrow to get news about your husband.” this meant that they were announcing his execution and delivering his meager possessions."
17467,ward,"silently therefore, i walked toward the ward as snow was washing my fiery face."
17468,law,"for three nights, i stayed awake and thought of writing a letter to my brother-in-law."
17469,ward,those seven lines wept my experience while i was able to walk in the ward without tears in my eyes.
17470,law,"to do so, i had to depart from myself, to think about my brother-in-law and his pain."
17471,death,"in convincing him of the  200  maryam  meaningfulness of hamid’s death, i was also convincing myself."
17472,death,"that was how i gave birth to a new self and survived the most horrifying death, dying inside."
17473,prisoners,prisoners who accomplish the goal of living through this hell and surviving with their integrity not radically damaged are creators of the art that is simply their lives.
17474,prisoners,committing suicide can be—not only physically but spiritually—the most inviting drive for prisoners.
17475,inmates,one of the most terrifying experiences in prison is to constantly encounter inmates who are seemingly alive yet utterly detached from life.
17476,prisoners,"these are prisoners who never attempt to bend the bars in order to have a glimpse of the sky, stars, or anything that belongs to the outside world."
17477,prisoners,it is the horror of realizing the danger of dying inside that urges resistant prisoners to hold on to whatever protects them from such a death.
17478,prisoners,being capable of laughter is one of those ropes that link these prisoners to life.
17479,prisoners,the art of creating laughter laughter was an essential element in prisoners’ lives.
17480,prisoners,“it was the victory of laughter over fear” that impressed these resisting political prisoners the most.
17481,prisoners,prisoners would talk about their fear of torture in such a comic way that it would put them at ease to laugh about it.
17482,torture,"as we focused on the irrationality of torture and the torturer, ridiculing our own fear and their worries, the boundaries of the rational and irrational collapsed."
17483,authorities,our jokes would target both the authorities and ourselves.
17484,situation,"through these humorous comments, both in our daily conversations and in satiric plays, we criticized ourselves and, though briefly, stepped out of our situation."
17485,prisoners,prisoners had to confront the alienation and the estrangement toward one another that the authorities were so vigorously trying to generate and reinforce by different tactics.
17486,prisoners,"the prison’s officials and the guards reported any close relationship between prisoners, separating them from one another or employing methods that used one against the other."
17487,prisoners,prisoners could not share their belongings with one another since sharing was considered a symptom of communist sympathies.
17488,punishment,"on many occasions, prisoners’ refusal to watch their friends being tortured led to their collective resistance and, consequently, collective punishment and torture."
17489,arrested,"the essential element of the art of living in prison was to be able to preserve compassion, care for one’s self and others in the world in which, in the words of shamlu, my favorite iranian poet, “they whip love on the obstructed road.”  bahar’s birthday in 1981, bahar was fifteen days old when she was arrested with her mother."
17490,prisoners,"on her second birthday, more than eighty prisoners in her room decided to celebrate the occasion."
17491,prisoners,some prisoners made the clothes while others did the embroidery.
17492,prisoner,"farangis, a seventeen-year-old prisoner who was arrested when she was fourteen and is now a painter, had prepared  202  maryam  a notebook in which she had painted pictures of animals, flowers, and trees that bahar had never seen in her life."
17493,prisoners,some of the prisoners excelled in decorating the stage by using simple materials.
17494,case,this was the case both in this regime and under the shah.
17495,ward,i still joyously recall a time in the new year of 1978 when the chief of qasr prison came to visit our ward and was astounded by our stage decoration.
17496,prisoners,"he could not believe that the furnished living room created by prisoners for our play about the life of an urban middle-class couple was made entirely from newspapers, plastic, and fabrics, dyed with pills or skillfully embroidered."
17497,prisoner,"in prison, everything from a peach pit to a bone to an empty can was considered precious, since these objects became the means by which the prisoner, the artist, communicated and created a new life."
17498,interrogation,"on our fewminute trips to the meeting rooms, on our way to the clinic or to interrogation, we highly cherished every chance we could get to grab some soil or anything that might be useful for our artwork."
17499,ward,we would conceal these under our chadors until we got to the ward.
17500,prisoners,mouloud was one of the prisoners who planted the morning glories in the yard in such designs that they could convey her feelings and ideas.
17501,death,"with their beauty, vitality, and color they were full of the force of life and even death."
17502,prisoner,"niko, another prisoner and a painter, would use the flowers and leaves to make color for her paintings."
17503,prisoners,"dates were almost the only supplemental source of energy, and prisoners treasured them whenever they were given the chance to buy them."
17504,prisoners,"the prisoners would wash the seeds, put them in some kind of container, and add hot water."
17505,prisoners,"after a few days, the prisoners would take the seeds out and rub them on any hard surface, such as the asphalt ground in the yard or a stone found either in the yard or in one of those trips out of the ward."
17506,death,"i n the winter o f 1 9 7 8 ,  just a few days before the iranian new year,  in qasr prison in tehran we were attacked by a death squad, the special prison guards of the shah’s regime."
17507,inmates,we informed our families by sending two of our fellow inmates to family visit while the rest of us also announced a strike on family visits.
17508,ward,"that same day we were taken, though temporarily, to a different ward where through its window we could see the sky."
17509,death,"that dawn remained in my memory, awash in gorgeous shades—a memory that allowed me to face death, promise to myself that no mat-  maryam  205  ter when, where, or how i die, i would live every day of my life “as if it were the last.” whenever my heart ached with loneliness, i remembered hamid and my other loved ones, like that sunrise, and i felt alive again."
17510,imprisonment,"the destructive impact of an experience as traumatic as imprisonment, especially under such conditions as the prisons of the regimes of the shah and the islamic republic, extends beyond the thick walls surrounding prison."
17511,prisoners,"the incessant pressure that prisoners experience, the ceaseless fright of impending torture and execution, drains the energy necessary to face the changes."
17512,prisoner,"these qualities, in turn, induce an attitude of conformity toward the very social norms against which a former political prisoner has been fighting."
17513,prisoner,learning how to refuse the tendency to remain imprisoned within the boundaries  206  maryam  of an immutable self is as imperative for the resistant prisoner as the refusal to submit to authorities.
17514,prisoners,"the loss of motivation to challenge oneself out of entrapment within oneself and failing to seek new ways of thinking and being are potent dangers that prisoners face even, or in fact more, after they leave prison."
17515,imprisonment,"when i initially began to write this text in 1999, i realized that my memories of my imprisonment were particularly triggered by my experiences in a new country, the united states, where i had simultaneously found myself a stranger yet at home, for it was here that i had once again fallen in love and lost my love."
17516,state,the failure had pushed me into a state of despair.
17517,death,"i had nearly forsaken the very basic principle of a creative life, to make the remaking of myself the task and the goal of my life in the face of death, and to be present to death and remember the dead."
17518,execution,every morning began with our anticipation of another group’s being called for execution or for whipping.
17519,power,"i was, however, caught by a strange power that i had attributed to these words."
17520,power,"i had even mentioned in my writing that he might never get the chance to read it, but scared of the power of the words, i avoided using words such as dead or executed."
17521,execution,"after i learned about his execution, i felt that the horizon of my imagination was diminished."
17522,jail,"and what about all those beautiful experiences i lived in jail, those joyous moments of the victory of love, resilience, and friendship over the dark forces of torture, violence, and hatred?"
17523,war,"i returned to my story, also in a different site, as marguerite duras has the protagonist of her movie hiroshima mon amour, a frenchwoman, tell the story of her traumatic loss of her german lover during world warâ€ii in hiroshima, the site of another trauma."
17524,racism,"i came to tell my story in the united states, a place with its own history of violence and suffering, from the earlier genocide of native americans, to the enslavement of african americans, racism, its wars on other countries, and an increasing divide between its haves and have-nots."
17525,where,"i had left the country in which my voice was violently silenced, where many of my beloved ones’ lives were taken from them simply over one word, no."
17526,where,"while in prison, where i could sacrifice my life and body over the words i consumed, i had fought against this silence."
17527,freedom,"it was there i had learned how to see and feel the spirit of the change in the air so that i could join and swim with others on the tide toward the ocean of freedom, even though it turned out to be so extremely short lived and fleeting."
17528,where,i felt mute where so much conversation was going on.
17529,where,"however, when i reached the last chapter, where i had decided that i wanted to convey hope instead of despair, i felt mentally paralyzed."
17530,imprisonment,"it was the fear of being trapped by my own words that was so incapacitating—the horror that unveiled the dread of imprisonment, as if the words were going to define me, control my life, or i were going to be possessed by them."
17531,justice,"in fact, i could never have been able to do justice to those voices."
17532,death,"i want to remember the humiliation, the pain, and the suffering to be able to live every joyous moment of my life as a moment to treasure, as if it were the last moment before death knocks on my door."
17533,where,"i am writing to release myself into the world beyond boundaries where the imagination expands horizons for creating new selves, the  214  epilogue  selves that have their roots in the past but are not chained to it."
17534,death,"being kissed by death so closely, i remind myself that life is not a given, nor is freedom, so that tasting life in all its flavors is my desire and mission."
17535,taken,"yet in the summer of 2002, i had taken the risk of visiting my family and my home country, ironically also after more than eight years, nearly the same length of time i had spent in prison before returning to my family and iranian society in 1991."
17536,imprisonment,"the transformations i encountered during my visit, which i repeated in a longer stay from 2003 to 2004 and later again for three months in the spring of 2005, were as drastic as the ones during the period of my imprisonment, if not more so."
17537,term,"with mohammad khatami in his second term of presidency, the iran to which i returned was entirely different from the one i had left behind in late 1993."
17538,prisoners,"arrests and imprisonments occurred, but neither in scale nor in the treatment and persecution of prisoners could one compare this period to that of 1980s."
17539,case,"in this particular case of loss of values, both religious and nonreligious parents seemed to agree, though each pointed the finger at the other side."
17540,power,"when faced by their children’s blame for having brought this regime to power, those who were not supporters of the regime, which now included a large majority of the population, especially in tehran, often distanced themselves by putting the blame on others."
17541,stretch,"they illustrated their transgressions in their language, artistic productions, jokes, clothing, and social manners, through which they were in fact able to stretch the boundaries of the norms and regulations a great deal."
17542,power,"among these, the ones with stronger positions of power felt great animosity, for they perceived these transgressions, the bending of their fixed rules and regulations, as threats to their totalizing power and an undermining of their authority."
17543,term,"popular support, to the extent to which we may speak of popular support here in the conventional sense of the term, relied on the years of a widening economic, and consequently sociocultural and eventually political, gap within society."
17544,state,even more important was dealing with the political ramifications of these apparently apolitical acts and forms of speech for the society and the state.
17545,law,"the more the regime lost its legitimacy and popularity among its citizens, the greater its need became to depend on dogmatic interpretations of islamic law and fixed social codes."
17546,state,every seemingly simple act of transgression undermined the monopoly of the state over both violence and the life and death of its citizens.
17547,state,"the state-run media and the internet access that was made possible through mosques or other religious institutions, often supervised by government agents, offered a particular lens through which the less privileged population saw the world."
17548,authority,"any movement to question its authority was portrayed and stigmatized as the embodiment of the wealthy, corrupt, westernized group of nonbelievers fighting the government, which is paving the way for imam mahdi, the last absent imam of shi‘i."
17549,penal,"under khatami, however, the penal system, despite all its cruelties, did not seem tough enough for those in the government who sought to eradicate their enemies, the people who simply read, wrote, or produced artistic forms of expression that did not fit within the limits of their views."
17550,power,what better opportunity to gain momentum than the u.s. involvement in two wars in the middle east and its constant threats at the time to bring ahmadinezhad and his allies to power?
17551,penal,"his shaky ground among the clergy and the people, combined with his desire to hold on to power until his last breath, drove the supreme religious leader khomeini to draw closer to the most conservative clergy and rely on the power of the revolutionary guard and an increasingly dominant and dominating penal system."
17552,state,"the more scandalous the treatment of terrorist suspects by the united states, the less shame on the iranian side in the face of the revelation of the iranian citizens’ subjection to the cruelty of the state and its paramilitary or non-uniformed agents."
17553,war,"a new reign of power began that immediately bore a terrifyingly uncanny resemblance to those dark years following the iran-iraq war, the reign of an incredible brutality toward any voice of dissent."
17554,incarceration,"that day in the meeting room, which in the united antisabotage committee was supervised by the interrogators themselves, mohsen sat in his mother’s lap and began singing a childish song for me, the first he had learned, in which a thief is advised not to shoot the person who is advising him, for it would lead to his incarceration."
17555,thief,"with his words emerging through his teeth, in an angry tone, and with eyes that even terrified me, rahmani told mohsen, “motherfucker, you little ant are threateningâ€me with your gun.” in the song, ironically, it is the thief who uses the gun, not the child, but somehow rahmani had read mohsen’s song as a preplanned threat on himself."
17556,incarceration,“i will show you what incarceration means.
17557,jail,"and now he is really in jail, arrested in relation to the events following the disputed presidential election in iran in june 2009."
17558,imprisoned,he is no longer a child; he is now married and imprisoned along with his wife.
17559,imprisonment,"epilogue  219  when i was released from my second term of imprisonment in 1991, he was already sixteen years old and no longer a child so attached to his maternal aunts and uncles, almost all of whom, including me, left him at about the same time in the early 1980s because of the crackdown on the opposition."
17560,imprisoned,"they were either imprisoned, had fled the country for exile in europe or the united states, or lived as fugitives."
17561,imprisonment,"now he told me, “now that i am a grown-up and have learned how to handle my life on my own, what do i need you for?” this was, of course, more than painful to hear, but what i could hear was the fear of being attached once again, as he had been after i returned from imprisonment under the shah only to leave for an even longer period."
17562,imprisoned,"yet, like so many young people who used to blame their parents for sacrificing their lives without thinking about those who loved them, whose blood is now shed on the streets, who have now crowded the jails once again, mohsen, too, is imprisoned and tortured simply for daring to think and to speak up."
17563,execution,"it was the night of the same day i was working on the section of this text where i had a vision of hamid’s execution and his attempt to communicate with me, striving to reach out to me beyond prison walls."
17564,execution,"220  epilogue  i called my mother, hoping she would say, “no darling, it was just a dream.” but my mother was crying the way i had only seen her cry when she heard of hamid’s execution."
17565,torture,"they had brought mohsen for his first visit with his family, but right after severe torture and three days of sleep deprivation with no food or water."
17566,jail,"she was the only one of my siblings who was old enough to come to visit me in jail, and now she had to visit her own son in jail."
17567,jail,he does not know how to be in jail.
17568,torture,"we were the children of a time when we had known the price of saying “i love you” was being murdered or being chained in a torture chamber, when the idea of political reform in the system seemed entirely impossible."
17569,situation,not only did many people seem to believe that reform was a possible means of bringing about some desirable changes but they in fact did not see any other way out of the situation.
17570,power,"yet, no matter the child of what era one may be, the desire to be free, to care to know, and to love seems to never cease, nor  epilogue  221  does the will of the totalitarian regimes and technologies of power to silence dissident voices."
17571,torture,"in 2010, however, my writing is immersed in the pain of all those bodies and souls, including my beloved nephew and his wife, undergoing torture."
17572,torture,"if this writing can reveal something of our resilience and determination to withstand injustice and the destructive force of torture and violence through re-creating our love and remaking our life, i will have achieved more than i could have imagined."
17573,ward,"acknowledgments  in march 1978, we were temporarily transferred to a new ward, also located in ghasr prison, supposedly because the well in the yard of our ward was clogged."
17574,imprisonment,"here, in this temporary ward, i would have the strangest visit ever with my family in more than a decade of my imprisonment under the regimes of shah and the islamic republic."
17575,where,"on the day of our meeting, at nine in the morning, a guard called my name, but i looked at him with confusion because i did not know where i was to meet my family."
17576,ward,"there seemed to be no meeting room attached to this ward, like the one in the permanent ward."
17577,guard,the guard told me to go to the room across the hall and climb up to the third story of the only metal bed in the room and look out the window.
17578,where,"as i looked through the window, i saw, on a wide dirt road, my father nearly running while looking around in confusion, evidently not knowing where to go, and my mother trying to keep up with him, perhaps both waiting to see an entrance to a meeting hall."
17579,arrest,"my father was exemplary in his resistance to living an undignified life but, since my arrest, how often he had endured humiliation for my sake."
17580,imprisonment,"yet, without my parents’ love, their incredible humanity, and their trust in me, i could have neither overcome the torture and imprisonment of those many years nor been able to write about my experience."
17581,prisons,"when in 1999 i initially wrote these fragmented stories of lives in â�iranian prisons—lives that had been ruptured, cut short, or lived in insidious proximity to, and at the verge of, madness and death—my narrating voice vibrated with hesitation and burden that stemmed from the loneliness of the voices, of my own and of those whose stories i was trying  acknowledgments  225  to tell."
17582,imprisoned,"the families of those imprisoned, tortured, driven to insanity, or killed by the state were stigmatized and lived under constant scrutiny in a state of near terror."
17583,imprisonment,"many, including myself, who had been subjects of imprisonment and torture, left our home country, family, and the mass graves of our loved ones to face the challenges of a new life in an unfamiliar place and with a language that we had to learn as adults."
17584,state,"most of these survivors and their families never ceased to fight to keep the memories of resistance and the dead alive, yet their voices were either too far away or too low to be heard amid the state propaganda and everyday noises."
17585,war,"it is with dismay, however, that i realize, as i am bringing this text to an end with the hope of a new beginning, that the generation born and raised after the revolution, or even after the iran-iraq war, has now populated prisons their parents once occupied."
17586,torture,"they, too, experience the undignified and cruel treatment of torture chambers."
17587,executed,this is due to the unwavering struggles of the families of the executed dissidents.
17588,suppression,"however, the new dissident movement that has resurfaced since the midto late 1990s has been critical in summoning the ghosts of the revolutionary period and in exposing the suppression of the early 1980s."
17589,imprisoned,"here they were themselves tortured, imprisoned, raped, and killed for speaking their minds, asking for their vote, or freedom of expression."
17590,justice,"while the regime officials have strived to keep the veil as tight as possible, the ghosts of justice, those whose lives were so unjustly annihilated, have nonetheless haunted the islamic republic and kept it restless, alert to their haunting presence and to the questions of justice that they raise."
17591,imprisonment,"former political prisoners have also published a growing number of memoirs outside iran about the experience of imprisonment, each opening up a window to the dark, secretive maze of this monstrous system."
17592,taken,"writing about prison, i know firsthand, is a daunting task, and i am extremely grateful to those who have taken the steps to give voice to these silenced stories."
17593,justice,"most particularly, i am grateful to those generous souls who move beyond their own pain to listen to the sufferings of others and are capable of opening their embrace to whoever joins the fight for justice."
17594,state,"particularly intriguing is the way some individuals, especially young people, have begun to hear from and converse with the ghosts, in contrast to the way the state and those with older attitudes often impose their words on the dead or summon selective voices at the cost of silencing others."
17595,death,"it is to these refreshing voices that i owe the strength to finally let go of this book, hoping that, in light of this new attitude, it may be read, despite its flaws and shortcomings, for its efforts to tell a more complex story of violence and resilience to survive it, even at the cost of letting go of life when it may bring death to others."
17596,freedom,"even though my analysis of its dynamics led me to the horrifying prediction of yet another, at least momentary, defeat for the voices of freedom, i allowed myself to hope otherwise."
17597,crimes,"i had seen more than my share of the brutality and lies of the regime, but to witness the vicious crimes that it committed in the last year was even beyond my darkest prediction."
17598,war,"what was even more shocking was the fact that some of the subjects of these brutalities were the children of those killed in the iran-iraq war, recognized by the regime as martyrs, or former war veterans, the former supporters of the regime."
17599,state,"this ruthless suppression illustrates how deeply violence permeates  acknowledgments  229  the fabric of the society and seems indispensable to masculine power, be it that of the state, political parties, or individuals."
17600,state,the history of state violence in the world has many such examples to offer us.
17601,torture,every page offers testimony to the power of love that makes endurance of torture possible and heals the wounds of the soul and the body.
17602,freedom,"the book in its entirety is a witness to the desire for freedom that outlives the desire for self-preservation or conformism, as are the lives and/or deaths of the subjects of this book, and the spirits whose struggles have been currently adding new pages of human dignity to our recent history."
17603,death,"if seemingly dead poetry could enliven our sometimes fatally injured souls, those who, in shamlu’s words, “made their death a revolutionary song” render our entire existence luminous."
17604,imprisonment,"i also watched these resilient souls in 2009 during a hunger strike in berlin in the rain and cold, in protest of imprisonment, torture, and execution in iran."
17605,where,"the recognition i received from the department of anthropology at uc, berkeley, where my text was selected as the best honors’ thesis of the year in 1999, boosted my confidence in communicating this unusual story to a western audience."
17606,situation,"again, i am grateful to all my colleagues and many others whose names i have not mentioned here, but their presence has made me feel at home in my new job and situation."
17607,imprisonment,"not even once during all those years of my imprisonment did she pressure me to do anything against my will, even though this meant more suffering for her."
17608,state,"although she was illiterate, what she taught me about love and resilience, and even her beautiful version of faith, which so radically differs from that of the state, has allowed me to see the complexity and beauty of our humanity in the face of all the monstrosity of our world."
17609,law,"to all my siblings, and my brothers-in-law and sisters-in-law, whose names i cannot mention here, i owe every minute of living this rich life of love and compassion."
17610,law,"i go to sleep wishing that one day i can hold my motherin-law in my arms and thank her for being such a gracious soul, and her children and grandchildren who still relate to me as if i am involved in their everyday lives."
17611,inside,he has never left me; he has in fact become the conscience inside me at those moments when my own seems to collapse.
17612,inmates,"notes  prologue page 4â•… cheshmhayashâ•… it is true that sometimes inmates did not tell the entire story of the activities for which they were arrested, but persecution over trivial issues such as goli’s were not rare occurrences."
17613,prisoners,"so prisoners themselves referred to taboota or dastgaha, the plural terms used in this book."
17614,torture,page 6â•… enhanced interrogation techniquesâ•… this term has been used by the government of the united states to legalize and exercise torture without naming it so.
17615,torture,"following september 11, 2001, the united states performed enhanced interrogation techniques and exceeded them in ways that shocked even those for whom the brutalities of torture were too familiar."
17616,torture,"as i think back, it occurs to me that since the training and technology for the techniques of interrogation and torture previously utilized by the shah’s regime were imported from the united states, so were the new ones, perhaps in accordance with the advice of the u.s. agents."
17617,torture,"he writes: “bottom line: not only do waterboarding and the other types of torture currently being debated put us in company with the most vile regimes of the past half-century; they’re also designed specifically to generate a (usually false) confession, not to obtain genuinely actionable intel."
17618,police,"run by savak, the shah’s secret police, it reported on these dissidents, who wasted their energy thinking they were fighting the regime while they were in fact entrapped in the savak net."
17619,power,"agamben, homo sacer: sovereign power and bare life, trans."
17620,prisoners,"all the interrogators had pseudonyms by which they were known, at least to prisoners."
17621,power,page 16â•… balance of powerâ•… see the bbc documentary the fall of the shah.
17622,prisoners,he uses the example of a rumor in a small village in spain under franco’s dictatorship about a truth-telling machine that was supposedly used by interrogators to obtain information from prisoners.
17623,jail,"in light of the recent events in iran, i fear that someday she may end up spending years of her life in jail and return, if lucky, to a new family member whose birth she too will have missed."
17624,torture,"notes to pages 39–59  239  page 39â•… soudabeh ardavanâ•… soudabeh ardavan’s book of illustrations about torture in iranian prisons, yaadnegaarehaaye zendaan (reminiscences of prison years), was published in sweden in 2003."
17625,prisoner,"she was herself a prisoner for eight years, and we shared years in similar wards."
17626,ward,"there are also several prison memoirs that deal with this particular ward and the experiences lived within it, but all are published in farsi and are works in progress."
17627,prisoner,"one is the ph.d. dissertation by a former political prisoner, shokoufeh sakhi, a student at york university in canada, on her experience of prison."
17628,state,"without your pain, you’re nothing!” but at the same time, intense pain reduces one to nothing—“my brain turns to mush”—and reduces one to a state of abjection—“tears in my eyes at the idea of being waste!” fred botting and scott wilson, eds., bataille: a critical reader (oxford: blackwell, 1998)."
17629,inmates,"page 44â•… kinshipâ•… in a documentary film by pantea bahrami, and in love i live, a set of interviews with former iranian women political prisoners, mina akhbari speaks of a strong bond that she feels with her former fellow inmates, a bond that she says remains strong even if they do not see one another for years."
17630,torture,"page 57â•… escape the tortureâ•… in her discussion of freud’s reading of trauma in his beyond the pleasure principle, cathy caruth brings up the interesting point that “the literary resonance of freud’s example [a story told by tasso in his romantic epic gerusalemme liberata] goes beyond this dramatic illustration of repetition compulsion and exceeds, perhaps, the limits of freud’s conceptual or conscious theory of trauma.” as caruth asserts, what is “striking in the example of tasso is not just the unconscious act of the infliction of the injury and its inadvertent and unwished-for repetition, but the moving and sorrowful voice that cries out, a voice that is paradoxically released through the wound.” caruth, unclaimed experience: trauma and the possibility of history, yale french studies 79 (new haven: yale university, 1991), 2."
17631,torture,page 66â•… impairment in perceptionâ•… elaine scarry speaks of the “obliteration of the content of consciousness” as one of the elements of torture.
17632,tortured,"pain, in her words, “annihilates not only the objects of complex thought and emotion but also the objects of the most elemental acts of perception.” it goes so far as to impede the tortured person’s “ability simply to see.” scarry, the body in pain: the making and unmaking of the world (new york: oxford university press, 1987), 54."
17633,prisoner,"page 69â•… source of painâ•… scarry, in the body in pain, points to this reality when she argues that “the torturers, like pain itself, continually multiply their resources and means of access until the room and everything in it becomes a giant externalized map of the prisoner’s feelings” (55)."
17634,power,"page 70â•… totalizing and individualizing systemsâ•… michel foucault uses the terms “totalization and individualization” and argues that “power is not exercised simply as an obligation or prohibition on those who ‘do not have it’; it invests them, is transmitted by them and through them; it exerts pressure upon them, just as they themselves, in their struggle against it, resist the grip it has on them."
17635,power,"lastly, they are not univocal; they define innumerable points of confrontation, focuses of instability, each of which has its own risks of conflicts, of struggles, and of an at least temporary inversion of the power relations.” foucault, discipline and punish: the birth of the prison, trans."
17636,tortured,"page 72â•… soul that was being torturedâ•… taifour, az ancheh bar ma gozasht, 52."
17637,power,"page 73â•… energy of our free willâ•… as michel foucault so eloquently contends in discipline and punish, power is transmitted by its subjects and through them (27)."
17638,power,"page 74â•… new ways to resistâ•… the “productive” aspect of power relations, as foucault refers to it in discipline and punish, comes into existence through a constant struggle to explore new space in which to resist domination."
17639,death,"page 76â•… world of deathâ•… “the substitution of the theme of madness for that of death does not mark a break, but rather a torsion within the same anxiety.” michel foucault, madness and civilization: a history of insanity in the age of reason (new york: vintage books, 1988), 13."
17640,term,"notes to pages 82–89  241  chapter 3 page 82â•… their communityâ•… i am alluding to david morris’s term “moral community,” in his article “about suffering: voice, genre, and moral community,” in social suffering, ed."
17641,state,"page 83â•… lost her wayâ•… i am reminded of the words that describe the crimes in the wards as contagious: “do not glory in your state, if you are wise and civilized men; an instant suffices to disturb you and annihilate that supposed wisdomâ€of which you are so proud; an unexpected event, a sharp and sudden emotion ofâ€t he soul will abruptly change the most reasonable and intelligent man into a raving â�idiot.” michel foucault, madness and civilization, 212, quoting swiss physician andré matthey."
17642,torture,"page 87â•… persecution and tortureâ•… elaine scarry in the body in pain suggests that “the presence of pain is the absence of world” and that “the pain, like the interrogation, is a vehicle of self-betrayal” (46–47)."
17643,jail,"while i agree with scarry’s points, my experiences in jail led me to realize that what pains one individual may not pain another in the same way or even with the same effect."
17644,torture,"what is more important is that for some, the possibility of losing the world may be much more painful and frightening than the pain of torture."
17645,torture,scarry argues that the notion of betrayal does not take into account that what cannot betray is that which is absent and argues that the memory of the world ceases for the person under torture.
17646,torture,"however, i have seen and believe that sometimes there are other memories much more deeply engraved in one’s body and mind, and the pain of their loss, such as the loss of the self and the community, may surpass the pain of torture."
17647,torture,"there are individuals who would rather endure the pain of torture, even die under it, than drag others into it."
17648,torture,the world for these people does not become absent even while they are under the excruciating pain of torture; for them the real torture is to lose themselves and the world.
17649,prisoner,"page 88â•… torture’s victoryâ•… in her powerful rendition of torture and resistance, shokufeh sakhi, a former political prisoner herself and now a ph.d. candidate at york university in canada, cites a collaborator: “they [the islamic torturers] see a metaphysical power in the cable, a supra-human power."
17650,prisoner,"the entire body of the prisoner must be touched by the cable for the miracle to occur: that is, the person is changed from being a filthy, illegitimate creature who would be burned in the fires of hell into a clean, pure and legitimate creature who will go to heaven.” paper presented at the isis conference, “on the ethical meaning of torture and resistance,” toronto, canada, summer 2008, http://www.dialogt.org/english/shokoufeh%20sakhi2.htm."
17651,prisoners,"page 89â•… resistant prisonersâ•… again, in her reading of the citation from we lived to tell: political prison memoirs of iranian women (toronto: mcgilligan books, 2007), shokoufeh sakhi emphasizes the sociality of the impact of the tortured person’s reaction, including her or his resistance."
17652,torture,"she writes: “i contend that, beyond and aside  242  notes to pages 91–95  from obtaining information, etc., it is the ethical humanity, the socially responsible being, that torture seeks to foul with its rancid touch."
17653,prisoners,"this ancient but occluded, most fundamental ethic, the primordial being-for-the-other may be glimpsed in the prison memoirs and wills describing the underlying whys of the prisoners’ resistance."
17654,prisoner,"never do anything to harm people’” (53), or the oath a prisoner makes as she inherits a condemned prisoner’s piece of clothing: “i promise i won’t turn my back on your owner’s pain” (37)."
17655,state,"george collins (london: verso, 1997), and specters of marx: the state of the debt, the work of mourning, and the new international, trans."
17656,prisoners,page 93â•… sacred wordâ•… ahmad shamlu is a prominent iranian poet whose poetry has been a source of inspiration and a means of emotional expression for resistant prisoners both under the shah and under the islamic republic.
17657,inmate,"(shamlu, “āy eshgh,” in collection of poetry)  notes to pages 96–123  243  the particular verses recited by this woman inmate are these: my hands and my heart trembled of the fear that love becomes a refuge instead of a flight that love becomes a place to escape, instead of a flight."
17658,prisoners,"for the prisoners, redness in this poem symbolized courage and revolutionary ideals, while blue indicated honesty and purity of the heart, the person, and the cause."
17659,prisoner,"for this prisoner, her breaking under lashes and her submission to profess her faith in islam and pray indicated the failure of her revolutionary spirit and ideals."
17660,death,"page 97â•… escaped the sufferingâ•… this reaction reminds me of the work of nancy scheperhughes, death without weeping: the violence of everyday life in brazil (berkeley: university of california press, 1993), where she discusses the violence inherent in the everyday life of poverty being of a kind wherein the very possibility of death as a mundane, uneventful occurrence in the everyday—indeed, even a kind of mercy for an otherwise cruel existence—also measures the abjectness of life within that existence."
17661,freedom,"according to him, “madness threatens modern man only with the return to the bleak world of beasts and things, to their fettered freedom."
17662,liberty,"it is not on the horizon of nature that the seventeenth and eighteenth centuries recognized madness, but against a background of unreason; madness did not disclose a mechanism, but revealed a liberty raging in the monstrous forms of animality.” foucault, madness and civilization, 25."
17663,state,"page 123â•… conditioned behaviorsâ•… she was dipped into the state that søren kierkegaard would refer to as the “sickness of the self,” where one “dies the death” rather than  244  notes to pages 123–139  lives the experience of death."
17664,death,"kierkegaard, the sickness unto death (radford, va.: a & d publishing, 2008)."
17665,situation,"page 123â•… not able to dieâ•… in the sickness unto death, kierkegaard defines despair as “the situation of the moribund when he lies and struggles with death, and cannot die” (13)."
17666,criminal,"page 133â•… space between deathsâ•… i am borrowing this from veena das’s insightful reading of lacan’s interpretation of antigone’s story, in which lacan argues that differentiating between two deaths, the death of a brother and a husband or a child, makes it possible for antigone to “voice the truth of the uniqueness of being.” it is in speaking from this “zone between two deaths,” das suggests, “that the unspeakable truth about the criminal nature of the law” might be exposed."
17667,death,"page 135â•… chance of bidding farewellâ•… this reminds me of another phrase, “the moment of his death actually escaped me,” a phrase that is an invocation of cathy caruth’s reading of freud’s meditation of a father’s dream about his son’s burning while he falls asleep watching over his ill son."
17668,death,he thus misses the very moment of his son’s death.
